url,title,property type,property size(Sq Ft),parking spots,lift,floor available,price(BDT),service charge(BDT),year built,building registration type,preferred tennant,interior,garage size(Sq Ft),front road size(Ft),common area(Sq Ft),bedrooms,bathrooms,location,postal code,division,country
https://rents.com.bd/property/brand-new-2300-sq-ft-apartment-now-vacant-for-rent-in-banani-2/,Brand New 2300 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2300,1,2,8,135000,10500,2022, Residential, Foreigner,Un-Furnished,120,16,180,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/14500-sq-ft-individual-house-is-available-for-rent-at-gulshan/,14500 Sq. Ft. Individual House Is Available For Rent At Gulshan,Office Space,14500,6,1,Full Building,900000,At Actual,2005, Residential,Corporate Office or MNC Office,Un-Furnished,720,30,1350,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-2400-sq-ft-apartment-now-vacant-for-rent-in-banani-2/,Brand New 2400 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2400,1,1,3 & 5  ,110000,Not fixed yet,2023, Residential, Foreigner,Un-Furnished,120,16,220,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/3600-sq-ft-nice-office-space-is-up-for-rent-at-banani/,3600 Sq Ft Nice Office Space Is Up For Rent At Banani,Office Space,3600,2,1,G ,260000,20000,2000, Residential,Corporate Office or MNC Office,Un-Furnished,240,40,250,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-2100-sq-ft-flat-is-up-for-rent-in-gulshan/,Uniquely Designed 2100 Sq Ft Flat Is Up For Rent In Gulshan,Residential Apartment,2100,1,2,5,110000,7000,2012, Residential, Foreigner,Un-Furnished,120,16,180,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-lovely-apartment-of-2430-sq-ft-is-up-for-rent-in-banani/,Brand New Lovely Apartment Of 2430 Sq Ft Is Up For Rent In Banani,Residential Apartment,2430,1,2,7,130000,10000,2023, Residential, Foreigner,Un-Furnished,120,16,180,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/2900-sq-ft-brand-new-apartment-is-vacant-for-rent-in-gulshan/,2900 SQ FT Brand New Apartment Is Vacant For Rent In Gulshan,Residential Apartment,2900,2,2,11,180000,15000,2023, Residential, Foreigner,Un-Furnished,240,24,250,3,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-4888-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 4888 Sq. Ft Commercial Space Now Vacant For Rent In Gulshan Avenue,Commercial Space,4888,2,3,3  ,782080,48880,2018, Commercial,Corporate Office or MNC Office,Un-Furnished,240,50,250,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/excellent-brand-new-commercial-space-of-28000-sq-ft-is-up-for-rent-in-the-fine-location-of-gulshan-avenue/,Excellent Brand New Commercial Space Of 28000 Sq Ft Is Up For Rent In The Fine Location Of Gulshan Avenue,Commercial Space,28000,38,3,"9, 10, 11, 12, 13, 14 & 15  (per  4000 Sq Ft).",4480000,280000,2022, Commercial,Corporate Office or MNC Office,Un-Furnished,4560,50,2700,0,0,Gulshan Avenue,1212,Dhaka,Bangladesh
https://rents.com.bd/property/well-built-and-properly-designed-individual-house-of-5000-sq-ft-available-now-for-rent-in-baridhara-diplomatic-zone/,Well Built And Properly Designed Individual House of 5000 SQ FT Available Now For Rent In Baridhara Diplomatic Zone,Residential Apartment,5000,3,0,Singular House,450000,At Actual,1990, Residential, Foreigner,Un-Furnished,360,24,450,5,5,Baridhara,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-13500-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 13500 Sq. Ft. Commercial Space Now Vacant For Rent In Gulshan Avenue,Commercial Space,13500,6,2,4 & 6 ,2025000,135000,2010, Commercial,Corporate Office or MNC Office,Un-Furnished,720,60,1450,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-5200-sq-ft-is-up-for-rent-is-situated-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 5200 Sq Ft Is Up For Rent Is Situated In Baridhara Diplomatic Zone,Residential Apartment,5200,2,1,2,360000,At Actual,2014, Residential, Foreigner,Semi-Furnished,240,24,350,4,5,Baridhara,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2230-sq-ft-commercial-space-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2230 Sq. Ft. Commercial Space Is Vacant For Rent In Banani,Commercial Space,2230,1,1,1,557500,22300,2018, Commercial, Foreigner,Un-Furnished,120,40,180,0,0,Banani,,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2200-sq-ft-apartment-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2200 Sq. Ft Apartment Is Vacant For Rent In Banani,Residential Apartment,2200,1,1,2,100000,8000,2008, Residential, Foreigner,Full-Furnished,120,24,180,3,3,Banani,,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-6000-sq-ft-office-space-is-up-for-rent-in-gulshan/,Brand New 6000 Sq Ft Office Space Is Up For Rent In Gulshan,Office Space,6000,4,2,9,400000,At Actual,2022, Residential, Foreigner,Un-Furnished,480,40,450,0,0,Gulshan,,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-2120-sq-ft-office-space-is-up-for-rent-in-gulshan/,Uniquely Designed 2120 Sq Ft Office Space Is Up For Rent In Gulshan,Office Space,2120,2,2,5,150000,At Actual,2022, Residential, Foreigner,Un-Furnished,240,30,150,0,0,Gulshan,,Dhaka,Bangladesh
https://rents.com.bd/property/stunning-views-with-quality-finishing-a-2200-sq-ft-apartment-is-up-for-rent-in-banani/,Stunning Views With Quality Finishing A 2200 Sq Ft Apartment Is Up For Rent In Banani,Residential Apartment,2200,1,1,8 top + 4 ,110000,11000,2010, Residential, Foreigner,Full-Furnished,120,12,220,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2600-sq-ft-office-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2600 Sq. Ft. Office Space Now Vacant For Rent In Banani,Office Space,2600,1,1,2,110000,11000,2006, Residential,Corporate Office or MNC Office,Un-Furnished,120,30,180,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-2400-sq-ft-office-space-is-vacant-for-rent-in-banani/,Tastefully Designed This 2400 SQ FT Office Space Is Vacant For Rent In Banani,Office Space,2400,1,2,8,210000,20000,2017, Residential,Corporate Office or MNC Office,Un-Furnished,120,40,180,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-2461-sq-ft-office-space-is-up-for-rent-in-gulshan/,Uniquely Designed 2461 Sq Ft Office Space Is Up For Rent In Gulshan,Office Space,2461,1,1,5,100000,At Actual,2016, Residential, Foreigner,Un-Furnished,120,40,180,0,0,Gulshan,,Dhaka,Bangladesh
https://rents.com.bd/property/tastefully-designed-this-950-sq-ft-office-space-is-vacant-for-rent-in-banani/,Tastefully Designed This 950 SQ FT Office Space Is Vacant For Rent In Banani,Office Space,950,1,0,1,100000,10000,2000, Residential,Corporate Office or MNC Office,Un-Furnished,120,40,120,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/a-nice-and-comfortable-2000-sq-ft-furnished-apartment-is-up-for-rent-in-banani/,A Nice And Comfortable 2000 Sq Ft Furnished Apartment Is Up For Rent In Banani,Residential Apartment,2000,1,1,2,100000,7000,2008, Residential, Foreigner,Full-Furnished,120,16,150,3,3,Banani,,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-2485-sq-ft-office-space-is-up-for-rent-in-banani/,Uniquely Designed 2485 Sq Ft Office Space Is Up For Rent In Banani,Office Space,2485,1,1,5,120000,10000,2003, Residential,Corporate Office or MNC Office,Semi-Furnished,120,30,180,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/well-planned-brand-new-office-space-of-4200-sq-ft-is-up-for-rent-in-gulshan/,Well-planned Brand New Office Space Of 4200 Sq Ft Is Up For Rent In Gulshan,Office Space,4200,2,2,5,420000,At Actual,2023, Residential, Foreigner,Un-Furnished,240,40,250,0,0,Gulshan,,Dhaka,Bangladesh
https://rents.com.bd/property/800-sq-ft-nice-office-space-is-up-for-rent-in-gulshan/,800 Sq. Ft. Nice Office Space Is Up For Rent In Gulshan,Office Space,800,,1,G ,80000,Including with rent,2012, Residential, Foreigner,Un-Furnished,120,30,100,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/stunning-views-with-quality-finishing-a-2200-sq-ft-fully-furnished-apartment-is-up-for-rent-in-banani/,Stunning Views With Quality Finishing A 2200 Sq Ft Fully-Furnished Apartment Is Up For Rent In Banani,Residential Apartment,2200,1,2,3,150000,9000,2010, Residential, Foreigner,Full-Furnished,120,24,180,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-office-space-of-2600-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Office Space Of 2600 Sq Ft Is Up For Rent In Gulshan,Office Space,2600,1,1,G ,150000,10000,2015, Residential, Foreigner,Un-Furnished,120,30,180,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-2300-sq-ft-fully-furnished-flat-is-up-for-rent-in-banani/,Uniquely Designed 2300 Sq Ft Fully-Furnished Flat Is Up For Rent In Banani,Residential Apartment,2300,1,2,13,150000,9000,2010, Residential, Foreigner,Full-Furnished,120,16,180,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-apartment-of-2300-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Apartment Of 2300 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2300,1,2,5,130000,Including with rent,2015, Residential, Foreigner,Full-Furnished,120,24,180,3,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/wonderful-fully-furnished-flat-covering-an-area-of-2200-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Fully-Furnished Flat Covering An Area Of 2200 Sq Ft Is Available For Rent In Gulshan,Residential Apartment,2200,1,1,3,150000,13000,2012, Residential, Foreigner,Full-Furnished,120,16,180,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-5200-sq-ft-restaurant-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 5200 Sq. Ft Restaurant Space Now Vacant For Rent In Gulshan Avenue,Restaurants Space,5200,2,3,G  ,1560000,52000,2018, Commercial,Corporate Office or MNC Office,Un-Furnished,240,50,280,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-6000-sq-ft-commercial-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 6000 Sq. Ft Commercial Space Now Vacant For Rent In Banani,Commercial Space,6000,3,2,6,720000,Including with rent,2016, Commercial,Corporate Office or MNC Office,Un-Furnished,360,50,450,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2200-sq-ft-commercial-space-now-vacant-for-rent-in-banani-2/,Spaciously Designed And Strongly Structured This 2200 Sq. Ft. Commercial Space Now Vacant For Rent In Banani,Commercial Space,2200,1,2,8,187000,7500,2008, Commercial,Corporate Office or MNC Office,Un-Furnished,120,60,180,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-flat-of-3000-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Fully-Furnished Flat Of 3000 Sq Ft Is Up For Rent In Banani,Residential Apartment,3000,1,2,9,165000,12000,2010, Residential, Foreigner,Full-Furnished,120,16,220,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2367-sq-ft-commercial-space-now-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2367 Sq. Ft Commercial Space Now Vacant For Rent In Banani,Commercial Space,2367,1,2,11,230000,Including with rent,2008, Commercial,Corporate Office or MNC Office,Un-Furnished,120,60,180,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/wonderful-fully-furnished-apartment-covering-an-area-of-1900-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Fully-Furnished Apartment Covering An Area Of 1900 Sq Ft Is Available For Rent In Gulshan,Residential Apartment,1900,1,1,5,180000,9000,2008, Residential, Foreigner,Full-Furnished,120,16,120,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-commercial-space-of-3000-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Commercial Space Of 3000 Sq Ft Is Up For Rent In Banani,Commercial Space,3000,1,2,3,360000,Including with rent,2016, Commercial,Corporate Office or MNC Office,Un-Furnished,120,50,250,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/excellent-flat-of-2900-sq-ft-is-available-for-rent-in-the-fine-location-of-baridhara-diplomatic-zone/,Excellent Flat Of 2900 Sq Ft Is Available For Rent In The Fine Location Of Baridhara Diplomatic Zone,Residential Apartment,2900,1,1,4,150000,15000,2009, Residential, Foreigner,Semi-Furnished,120,24,150,3,4,Baridhara,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-4200-sq-ft-is-up-for-rent-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 4200 Sq Ft Is Up For Rent In Baridhara Diplomatic Zone,Residential Apartment,4200,3,2,4,350000,20000,2016, Residential, Foreigner,Un-Furnished,360,16,250,4,4,Baridhara,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-2900-sq-ft-is-up-for-rent-in-baridhara-diplomatic-zone/,A Modern Well-planned Flat Of 2900 Sq Ft Is Up For Rent In Baridhara Diplomatic Zone,Residential Apartment,2900,2,1,3 & 4  (duplex) ,200000,12000,2010, Residential, Foreigner,Semi-Furnished,240,16,220,4,4,Baridhara,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-nicely-constructed-apartment-of-3700-sq-ft-is-available-for-rent-in-baridhara-diplomatic-zone/,A Nicely Constructed Apartment Of 3700 Sq Ft Is Available For Rent In Baridhara Diplomatic Zone,Residential Apartment,3700,2,2,1,250000,15000,2012, Residential, Foreigner,Un-Furnished,240,24,250,4,4,Baridhara,1212,Dhaka,Bangladesh
https://rents.com.bd/property/this-1700-sq-ft-amazing-office-space-available-for-rent-in-banani/,This 1700 Sq. Ft. Amazing Office Space Available For Rent In Banani,Office Space,1700,1,1,1,100000,9500,2010, Residential,Corporate Office or MNC Office,Un-Furnished,120,30,150,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-luxury-home-of-4000-sq-ft-is-up-for-rent-in-the-fine-location-of-gulshan/,Brand New Luxury Home Of 4000 Sq Ft Is Up For Rent In The Fine Location Of Gulshan,Residential Apartment,4000,2,2,6,430000,Not fixed yet,2023, Residential, Foreigner,Full-Furnished,240,24,250,4,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2716-sq-ft-commercial-space-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2716 Sq. Ft. Commercial Space Is Vacant For Rent In Banani,Commercial Space,2716,1,2,1  ,624680,25000,2016, Commercial,Corporate Office or MNC Office,Un-Furnished,120,50,150,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-fully-furnished-apartment-covering-an-area-of-2900-sq-ft-is-available-for-rent-in-gulshan/,Brand New Fully-Furnished Apartment Covering An Area Of 2900 Sq Ft Is Available For Rent In Gulshan,Residential Apartment,2900,1,1,12,160000,15000,2022, Residential, Foreigner,Full-Furnished,120,16,120,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/modern-fully-furnished-apartment-of-1800-sq-ft-is-up-for-rent-in-gulshan/,Modern Fully-Furnished Apartment Of 1800 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,1800,1,1,5,110000,9500,2010, Residential, Foreigner,Full-Furnished,120,16,150,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-studio-apartment-of-1500-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Studio Apartment Of 1500 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,1500,1,1,6,130000,6000,2008, Residential, Foreigner,Full-Furnished,120,16,120,1,2,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-2200-sq-ft-commercial-space-is-up-for-rent-in-gulshan-avenue/,Uniquely Designed 2200 Sq Ft Commercial Space Is Up For Rent In Gulshan Avenue,Commercial Space,2200,1,6,1  ,352000,13200,2009, Commercial,Corporate Office or MNC Office,Un-Furnished,120,50,180,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/3500-sq-ft-nice-office-space-is-up-for-rent-at-banani/,3500 Sq Ft Nice Office Space Is Up For Rent At Banani,Office Space,3500,,0,1,370000,10000,2008, Residential,Corporate Office or MNC Office,Un-Furnished,,40,250,0,0,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-6067-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 6067 Sq. Ft. Commercial Space Now Vacant For Rent In Gulshan Avenue,Commercial Space,6067,2,3,13,788710,60670,2018, Commercial,Corporate Office or MNC Office,Un-Furnished,240,50,450,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/uniquely-designed-7750-sq-ft-commercial-space-is-up-for-rent-in-gulshan-avenue/,Uniquely Designed 7750 Sq Ft Commercial Space Is Up For Rent In Gulshan Avenue,Commercial Space,7750,3,6,20,930000,46500,2009, Commercial,Corporate Office or MNC Office,Un-Furnished,360,50,450,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-luxury-home-of-5400-sq-ft-is-up-for-rent-in-the-prestigious-community-of-gulshan/,Brand New Luxury Home Of 5400 Sq Ft Is Up For Rent In The Prestigious Community Of Gulshan,Residential Apartment,5400,2,2,11 & 13 ,400000,Not fixed yet,2022, Residential, Foreigner,Un-Furnished,240,36,250,5,5,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-apartment-of-2600-sq-ft-is-up-for-rent-in-gulshan/,Brand New Apartment Of 2600 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2600,4,1,3 to 6  ,210000,15000,2022, Residential, Foreigner,Un-Furnished,120,16,180,3,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-apartment-of-2900-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Apartment Of 2900 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2900,1,1,4,170000,12000,2010, Residential, Foreigner,Full-Furnished,120,16,250,4,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-commercial-space-of-3955-sq-ft-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This Commercial Space Of 3955 SQ FT Now Vacant For Rent In Gulshan,Commercial Space,3955,1,1,2,870100,At Actual,2022, Commercial, Corporate Office or Restaurant,Un-Furnished,120,15,350,0,0,Gulshan 1,1212,Dhaka,Bangladesh
https://rents.com.bd/property/3850-sq-ft-commercial-building-is-available-for-restaurant-space-in-gulshan-avenue/,3850 Sq Ft Commercial Building Is Available For Restaurant Space In Gulshan Avenue,Commercial Space,3850,1,2,3,770000,38500,2022, Commercial, Restaurant,Un-Furnished,120,20,250,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-dazzling-2400-sq-ft-restaurant-space-is-up-for-rent-located-at-south-gulshan/,A Dazzling 2400 Sq Ft Restaurant Space Is Up For Rent Located At South Gulshan,Restaurants Space,2400,1,1,G  (Duplex),300000,20000,2000, Residential,Corporate Office or MNC Office,Un-Furnished,120,60,180,0,0,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-commercial-space-restaurant-of-2000-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Commercial Space (Restaurant) Of 2000 Sq Ft Is Up For Rent In Gulshan,Commercial Space,2000,1,1,G ,250000,20000,2010, Commercial,Corporate Office or MNC Office,Un-Furnished,120,15,150,0,0,Gulshan 1,1212,Dhaka,Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-apartment-of-3200-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Apartment Of 3200 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,3200,1,4,2,220000,24000,2010, Residential, Foreigner,Full-Furnished,120,16,250,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-2400-sq-ft-apartment-now-vacant-for-rent-in-banani/,Brand New 2400 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2400,1,2,"5, 8 & 9  ",110000,10000,2023, Residential, Foreigner,Un-Furnished,120,16,180,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/4500-sq-ft-individual-house-is-available-for-rent-in-the-fine-location-of-gulshan/,4500 Sq Ft Individual House Is Available For Rent In The Fine Location Of Gulshan,Residential Apartment,4500,3,0,G+1,400000, ,2000, Residential, Foreigner,Un-Furnished,360,16,350,6,6,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/excellent-fully-furnished-apartment-of-1700-sq-ft-is-available-for-rent-in-the-fine-location-of-gulshan/,Excellent Fully-Furnished Apartment Of 1700 Sq Ft Is Available For Rent In The Fine Location Of Gulshan,Residential Apartment,1700,1,1,2,130000,9000,2007, Residential, Foreigner,Full-Furnished,120,16,150,3,3,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/3400-sq-ft-brand-new-luxury-apartment-is-vacant-for-rent-in-gulshan/,3400 SQ FT Brand New Luxury Apartment Is Vacant For Rent In Gulshan,Residential Apartment,3400,2,2,2,400000,Including with rent,2023, Residential, Foreigner,Semi-Furnished,240,24,250,4,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/3400-sq-ft-brand-new-apartment-is-vacant-for-rent-in-gulshan/,3400 SQ FT Brand New Apartment Is Vacant For Rent In Gulshan,Residential Apartment,3400,2,2,13,400000,Including with rent,2023, Residential, Foreigner,Semi-Furnished,240,24,250,4,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/brand-new-2300-sq-ft-apartment-now-vacant-for-rent-in-banani/,Brand New 2300 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2300,1,2,4,135000,9500,2022, Residential, Foreigner,Un-Furnished,120,16,180,3,3,Banani,1213,Dhaka,Bangladesh
https://rents.com.bd/property/stunning-luxury-brand-new-home-of-4000-sq-ft-is-up-for-rent-in-gulshan/,Stunning Luxury Brand New Home Of 4000 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,4000,2,2,4 to 7  ,400000,At Actual,2023, Residential, Foreigner,Semi-Furnished,240,24,250,4,4,Gulshan,1212,Dhaka,Bangladesh
https://rents.com.bd/property/rarely-available-a-2300-sq-ft-apartment-is-up-for-rent-in-gulshan/,Rarely Available A 2300 Sq Ft Apartment Is Up For Rent In Gulshan,Residential Apartment,2300,1,1,3,100000,7000,2008, Residential, Foreigner,Un-Furnished,120,24,150,3,3,Gulshan,1212,Dhaka,Bangladesh
